"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12"
"Shadowmoss","Charleston","SC","Charleston-North Charleston","Charleston County",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247000,282000,282500,278750,267000,265000,251000,262500,258500,232500,230000,238000,238000,229500,254900,249450,256000,255000,257500,255000,260000,264500,263250,287000,294949.5,279000,252000,252000,255500,252000,279500,282000,309000,297610,287660,295320,322499.5,299000,319000,292499.5,299961,299711,285000,274999,274999,290000,309500,316700,297450,295000,299950,297000,284000,278999,263500,265000,262462.5
"Lyons Park","Pompano Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,249900,254900,265000,256900,259400,237450,255000,268900,259900,259900,254999,255000,249900,250000,259000,265250,269000,250000,252500,255000,249900,249900,275000,275000,269950,272450,263700,265000,284000,299000,299000,296000,299945,299450,288999.5,279999,269500,295000,267000,292450,289950,282000,296499.5,296450,296450,294900
"Naples","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647500,1622000,1572000,1395000,1387000,1514000,1549000,1646500,1595000,1649000,1649000,1619500,1644500,1599000,1480000,1539000,1539000,1588875,1595000,1595000,1550000,1549500,1668950,1487250,1462500,1595000,1575000,1560000,1560000,1462450,1510000,1499000,1499000,1459500
"Lockeland Springs","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465000,470000,480000,469900,471200,471200,525000,499900,479900,499900,499000,499900,490000,497484.5,512400,487484.5,519000,510000,514500,499900,485000
"Heather Gardens","Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258000,260000,262500,249450,242450,242486.5,249500,250000,250000,240000,261200,264000,262450,249700,255000,245000,245000,253750,252500,247000,249750,249900,257000,255000,255000,249950,249900,259500,259000,259000
"Plaza-Shamrock","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330000,359850,369700,321100,308750,327500,325000,305000,309500,286250,299900,283000,285000,299999,301450
"Lake Ridge","Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000,499000,514000,499000,499000,484000,523805,556900,563700,529080,507577.5,522118,524900,515156,515156,507528,499900,540006,537003,545500,544618.5,535000,529000,516999.5,526950,519000,516999.5,527000,549000,549450,560460,560180,559900,560930,565000,564900,554450,554450,559900
"Ocean Grove","Neptune Township","NJ","New York-Newark-Jersey City","Monmouth County",2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615000,580000,575000,544000,529000,499900,536000,599000,580000,549900,569000,569000,499000,564450,599000,579500,569000
"Fairway Bend","Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295000,295000,296990,302240,300490,296740,292378,292922.5,292616.5,291920.5,300990,306990,306530,305765,300990,308745,307490,302055,3e+05,303017.5,307670,308840
"Latah Valley","Spokane","WA","Spokane-Spokane Valley","Spokane County",2021,275000,268900,269900,258500,269900,282400,282400,299000,289900,286900,286900,289900,274000,264450,269950,276950,279000,279900,275000,269925,264850,256445,259950,239900,241425,263725,259950,264900,269990,264900,262950,259925,259950,259900,254900,254900,252495,249900,249900,258000,264900,284500,284500,299900,315000,304000,300487.5,299950,299950,294450,294250,289000,285000,304900,303000,303000,299900,279900,281200,279250,279575,299900,275938,284990,284900,276800,284900,290158.5,289450,299400,301466.5,310000,307400,319450,319900,335450,319900,329900,338500,322500,345000,328500,328500,350000,375000,352450,379900,379700,369945,347127,335950,344900,345000,349900,351900,377454,370500,367500,379500,402450,367500,382000,387450,376650,378300,376650,389762.5,392405,394810,437946,435000,4e+05,4e+05,399900,377450,410000,425000,415000,399900,415000
"Tierra Oeste","Albuquerque","NM","Albuquerque","Bernalillo County",2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223000,199900,223000,227000,230569,212990,207900,206450,199995,204995,199945,202190,202190,212990,212990,209095,217990,222990,225000,225873.5,222990,225495,225990,240046.5,251383.5,239950,229500,229750,234950,235000,266120,276514,267493,273483,268995,249945,257990,259495,249900,240000,274367.5,279900,276983,275000,276480,282421,249700,259000
"Las Flores","Rancho Santa Margarita","CA","Los Angeles-Long Beach-Anaheim","Orange County",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719000,740000,722000,685000,725000,719950,797445,860000,860000,812495,799945,737450
"Southern Crossing","Bend","OR","Bend-Redmond","Deschutes County",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,575000,649000,599950,609000,644900,649450,622450,609000,609000,599450,572000,520000,502000,502000,549000,544999,512000,575000,575000,585000,599000,675000,652500,650000,644500,650000,650000,650000,650000,639500,650000,655000,655000,655000,655000,594500,586950,599000,590000,587500,538900,585000,650000,585000
"Bayshore","Wilmington","NC","Wilmington","New Hanover County",2025,319000,299000,299000,313400,326500,328000,319900,3e+05,3e+05,299450,292400,310000,290000,298500,299000,302250,311250,323375,319900,339900,325000,319900,322450,285000,299450,299450,279999,297450,307000,289900,296950,289900,299900,299900,299900,294450,289000,289000,296394,294663,295159,310000,316578.5,313346,310000,299900,299450,289900,299000,299000,299440,293650,296450,295200,290545,290545,285000,285000,288255,279000,262400,263700,279805,288095,287000,305950,312000,335000,334000,310900,347500,350000,359450,350000,359900,359000,349950,352450,354900,345000,307830,322000,315652,329750,339000,344500,347950,343023,352900,350000,345900,336860,336860,340125,338700,350371,345450,329900,336400,348950,350000,349900,339900,349900,351670,357950,380500,380500,402000,409000,414900,409000,401117.5,398899,399399.5,398899,389450,399900,399900,398674.5
"Meydenbauer","Bellevue","WA","Seattle-Tacoma-Bellevue","King County",2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685000,2424995,2292475,2289950,2199995,2272000,2249000,2119000,2174500,1849000,1822000,1746071.5,1637400,1699000,1799999,1950000
"Mission Bay","Boca Raton","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000,439800,434900,445000,439450,440000,429000,429894,429894,450000,445000,414950,425000,430000,404950
"Greektown","Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284990,249900,265000,249990,249990,246945,280000,254990,274990,289500,279990,299900,279900,289500,270950,299900,314900,298495
"Jefferson Park","Denver","CO","Denver-Aurora-Lakewood","Denver County",2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000,522500,515000,507500,555000,579000,555000,567500,557000,581000,584000,579500,588000,559450,554900,549500,537600,545950,527450,510000,510000,521200,499000,517500,525000,525000,541500,571450,569000,559950,569900,567450,574500,574000,577500,559900,554950,569900,569900,559000,544500,525000,519900,519450,472450,489350
"Brookville","Glen Head","NY","New York-Newark-Jersey City","Nassau County",2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3097000,3047000,2996500,2988000,2888000,2934000,2891500,2698000,2899999,2995000,2991500,2995000,2991500,2988000,2887500,2844000,2699000,2698000,2824500,2850000,2850000,2825000,2837500,2812500,2775000,2850000,2747000,2674500,2599999,2499500,2799000,2793944,2599999,2599999,2850000,2549499.5,2499000,2800000,2599999,2499000,2749500,2699000,2499000,2690000,2398994,2393444,2398000,2398000,2225000,2299000,2194000,2200000,1997499.5,2147499.5,2299000,2299000,2122500,2398999.5,2399999
"Leisure World","Mesa","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900,199900,199980,219900,227000,245000,245000,239850,239000,239450,247500,249900,274450,257000,255000,249250,239000,234900,234900,242500,235250,236000,237500,240000,257450,268500,259950,250000
"La Gorce","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450000,2490000,2600000,2495000,2600000,2300000,2275000,2345000,2300000,2299500,2300000,2395000,2495000,2495000,2495000,2470000,2545000,2495000,2495000,2399000,2250000,2225000,2345000,2296500,2199500,2299500,2250000,2400000,2472500,2495000,2495000,2300000,2224500,2300000,2350000,2275000,2150000,2199000,2225000,2199000,2099000,2199500,2150000,2125000,2175000,2200000,2175000,2175000,2200000,2574500,2475000,2574500,2649000
"Pineapple Park - Ibis","West Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519000,519900,534000,499000,519000,525000,529000,499000,487000,479000,469450,479000,465000,449000,429000,425000,415000,419000,389475,399000,410000,424000,399450,399450,415000,397000,389000,369000,380000,383000,389000,395000,399500,414000,389000,392500,399900,399000,382450,395000,399000,349000,329000,349000,395000,424500
"Dennis Port","Dennis","MA","Barnstable Town","Barnstable County",2034,269900,264999.5,259000,269900,269900,266999.5,269999,260000,265000,259950,269450,265000,269900,269000,269000,259900,249000,248655,249000,248750,248500,240450,239900,229000,220000,212500,214000,215000,209900,221950,219000,209900,209900,235000,224900,224950,232450,232450,228000,239450,244900,239900,239900,249000,272000,280000,285500,284450,267000,279000,274450,264000,279900,275000,249000,255000,244900,249000,239000,239900,252450,224900,219900,222450,244900,244900,249900,259900,265750,264500,275000,277000,285000,282000,256900,258900,253900,259000,289000,289000,294500,291750,289450,283749.5,265000,287500,304450,299000,299900,283700,287500,289450,269450,277450,315000,327000,272450,279900,299900,275000,264900,299900,289900,287000,277250,275000,275000,262450,264500,259000,250000,237500,239450,234900,229000,238900,279000,275000,283450,279999
"Green Oaks","Libertyville","IL","Chicago-Naperville-Elgin","Lake County",2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632000,619500,599450,599980,599900,599500,650000,650000,649500,619000,609000,592000,599000,612000,612000,599500,599950,599650,594999,583950,596999.5,579000,579000
"Historic Old Hickory Village","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249950,250000,234900,238450,239900,248900,250000,249900,249900,249900,249900,254900,249900,249900,249900,249900,249900,249900,249450,246450,249800
"Spring Creek","Springfield","MO","Springfield","Greene County",2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314900,306900,306900,349000,372200,359900,338000,329950,298000,289000,289000,314900,286950,315000,328000,352450,306900,306900,295000,288950,284400,292000,325000
"Lake Forest","Jacksonville","FL","Jacksonville","Duval County",2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,75000,76500,79900,84500,84500,86950,90000,94900,92450,84500,82000,82000,82600,87250,82300,84900,90000,99000,99857,94500,99000,99900,91500,90000,90000
"Northwest Harwinton","Harwinton","CT","Torrington","Litchfield County",2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274900,270000,269950,269900,262500,265000,259850,279900,269800,268900,269800,274900,279900,279900,279900,259000,270950,270950,275000,276350
"The Strip","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000,361499.5,360999,371450,350000,370000,370000,359900,350000,350444,381944,398000,388000,355000,398800,399000,405950,445000,440000,442495,450000,450000,437000,427000,425000,429900,439888,420000,402250,349950,372500,399894,385888,378888,389000,378944,374995,399000,399950,409000,418888,444000,444000,434750,444000,445000,455000,495000,477000,475000,463000,470894,449000,450000,460000,454000,463000,469900,450000,460000,462500,438450,428500,450000,450000,455500,467894,460000,450000,459750,445000,456944,449450,439000,450000,437250,438000,435000,420000,439000,432000,420000,431000
"Four Corners","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249501,262390,249501,252077,249154,249576.5,268240,267480,244028,249900,240783,245990,251945
"Orchard Hills","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629990,1714900,1735000,1745502.5,1735180,1784700,1869900,1837012,1802779,1802610,1783155,1779990,1783155,1899000,1680000,1595000,1650000,1597310,1530170.5,1549000,1587500,1562661,1588556,1588766,1545721.5,1513560,1528449,1588556,1543197,1580000,1586944,1589383,1560701,1571402,1559087
"Burrville","Torrington","CT","Torrington","Litchfield County",2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,125000,124900,126000,139000,142450,139000,139000,139900,147000,151000,156200,159000,154900,161500,154250,154700,168900,164900,158000,164500,166900,159900,159900,171000,174400,174950,169900,169900,169900,169900,166500,169000,169900,168000,165000,167000,169000,169000,176500,179900,164900,162200,159900,159900,159000,157500,142450,159000,159900,164900,159900,150000,164950,168000,157400,154900,149900,140900,130000
"Mordecai","Raleigh","NC","Raleigh","Wake County",2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506765,497097,501931,509546.5,506765,506765,507496.5,508228,501931,496310,508734,547500,530000,523500
"Capitol View","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,244250,239500,249900,235000,225000,239000,274944,280000,277900,270000,269900,265000,272000,262500,251200
"Northwest Harbor","East Hampton","NY","New York-Newark-Jersey City","Suffolk County",2046,,,,,,,,,,,,,,,,,1295000,1297000,1275000,1250000,1250000,1197000,1272500,1195000,1195000,1295000,1199500,1295000,1195000,1249500,1290000,1250000,1195000,1195000,1195000,1224500,1250000,1224500,1199500,1195000,1200000,1150000,1224500,1250000,1197500,1197500,1272500,1299000,1395000,1324500,1395000,1399000,1495000,1480000,1399000,1397000,1495000,1395000,1395000,1395000,1395000,1397000,1495000,1499000,1497000,1495000,1495000,1499500,1499000,1495000,1495000,1495000,1599000,1497500,1500000,1595000,1595000,1600000,1625000,1649000,1695000,1695000,1697000,1725000,1725000,1712000,1725000,1695000,1695000,1695000,1650000,1695000,1695000,1700000,1707500,1695000,1725000,1750000,1875000,1885000,1860750,1750000,1785000,1695000,1650000,1675000,1622500,1595000,1595000,1575000,1595000,1595000,1585000,1595000,1672500,1695000,1650000,1595000,1595000,1649500
"Edgewood","Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305000,313950,336990,349000,349900,358140,356990,359995,356890,351445,355995,350990
"Nassau Shores","Massapequa","NY","New York-Newark-Jersey City","Nassau County",2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637500,625000,649000,699999,639000,679999,679999,675000,665000,660000,636995,629000,642500,649300,640000,620000,649000,662500,655000,712000,719000,722000
"Old Naples","Naples","FL","Naples-Immokalee-Marco Island","Collier County",2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874500,1874500,1775000,1762500,1750000,1795000,1699900,1824450,1950000,1747000,1995000,1995000,1985000,1985000,2011882,1950000,1895000,1795000,1895000,1895000,1994000,2024888.5,1999777,1999777,2024888.5,1975000,1975000,1895000,1875000,1599000,1495000,1650000,1750000,1750000,1668500,1795900,1650000,1520000,1472500
"Hillcrest","Hollywood","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79950,83000,83950,83950,90000,90000,91500,90000,99945,103950,99945,107400,104900,107449.5,104900,102000,104000,105000,109900,109450,107944,108394,115000,119000,115500,110000,99999,1e+05,110000,117000,1e+05,99900,99999,102000,110000,110000,116000,116500,116500,115000,115000,114750,115000,115000,119000,128950,135000,119900,122400,119000,124900,129900,135000,125000,125000,134900,135000,143000,139900,131900,134900,136900,133450,129900,134500,149900,139000,146500,145000,144900,145000,139980,139900,139999,140000,139000,129000,132449.5,135400,138500,136750,139995
"SBIC","Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269700,267200,272450,269900,259900,269000,285000,289426,277500,269900,264500,274000,267000,262200,259500,274450,279900,280000,275000,286000,279900,264900,264900,261200,269450,269000,272400,277450,281950,274950,259950,299000,289000,289900,309900,299900,289900,299900,289900,292450,326950,320700,299950,307500,319000,315000,304900,299900,313000,311000,299900,305000,321950,293500,289900,297400,294900,299999,299000,299945,308000,308000,308950,304950,299900,299450,287900,299000,289900,295000,284450,280000,277000,279900,275000,284950,285000,279950,275000,259000,251995,264950,284900,279900
"City Center","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597000,532000,529000,519995,527500,511995,530000,529000,529000,535000,549750,505000,525000,590000,570000,573500,515000,507000,537000,539000,567000,565000,532000,520000,515000,515000,515000,525000,519000,474000,474000,475000,483000,489000,474400,450000,455000,450000,450000,444500,460000,432500,425000,439450,434000,421750,430000,417500,410000,420000,425000,425000,449000,435000,435000,449000,440000,440000
"Cory Lake Isles","Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590000,574000,559900,537450,530000,520000,475000,444450,502500,499900,517000,537450,529000,519900,539449.5,504000,514000,484000,484000,475000,479999.5,450000,454950,475000
"Prospect","Jonesboro","AR","Jonesboro","Craighead County",2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176450,159900,165000,164900,169400,162500,161900,174700,195000,201600,201597.5,199500,190000,195000,191725,192000,195000,180000,169949.5,169237.5,168575,169900
"Tuttle West","Dublin","OH","Columbus","Franklin County",2055,172500,173900,172500,169850,166900,166237.5,159999,157500,156900,150000,150000,150000,149900,149450,149900,149450,149900,159900,159990,159900,152400,154900,154900,156900,149000,149000,149900,149900,145000,146728,144900,154000,169885,171692.5,159500,159000,149380,140950,149950,149900,150900,159900,156900,156900,155000,154900,151592.5,156950,156431,154785.5,156431,159900,159900,159900,159900,164950,158700,164635,159900,159450,157900,167750,162650,166650,167400,169000,161900,168700,180500,179950,179150,165900,159450,159700,154061,159850,163400,164950,165000,167900,161835,169900,162000,175000,173900,176900,184900,178900,177900,189900,187000,185000,189900,189900,182700,182900,178000,179900,197900,219900,224900,208450,206950,219900,215900,219900,224800,214950,217350,204950,224900,229900,231500,234900,239900,239450,229900,209950,206950,204900
"Middle East","Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190000,199000,190000,170000,169900,180987,187993.5,185987,179900,174900,160000,159943.5,159987,159900,159900,155700,155200,164900,174900,164900,169900,172400,177000,185000,169987,159000,159900,176500,172450,177000
"Palm Club Village","West Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92500,98775,95500,98000,102500,94500,105000,94900,99999,102500,1e+05,109000,109500,111500,109500,106500,119450,124500,114900,114900,114950,124000,129500,129500,119900,116712,122000,124000,124700,125000,123500,125000,128700,127500,120000,124000,128950,130000,131500,124500,135000,126635,125900,132900,129999,129500,125450,125000
"East Dennis","Dennis","MA","Barnstable Town","Barnstable County",2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589500,547499.5,554499.5,459000,475000,539999,482000,521900,515450,504000,475000,475000,464900,465000,459000,454000,459000,524900,519000,510000,510000,499000,459000,511950,544450,575000,550450,554400,529000,552400,549000,549000,554900,615950,554900,559000,533950,528000,559000,554900,555000,637000,555000,625000,559000,544450,549000,539000,559000,595000,699500,699500,580000,559000,579450,554450,579000,625000
"Central Business District","New Orleans","LA","New Orleans-Metairie","Orleans Parish",2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000,476400,539900,469000,535000,535000,509450,521950,524950,523250,575000,575000,519900,579900,564000,529950,564000,574950,599000,595000,599000,589900,614000,664500,629000,649450,685860,685860,685860,672000,669000
"Whittingham","Monroe Township","NJ","New York-Newark-Jersey City","Middlesex County",2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354500,349000,344900,339900,347500,354900,366900,363400,352450,405000,388685,393901,404390,426263,416513,4e+05,408290,399000,389900,385250,366950,359450,359000,359000,359000,349950,355000,351900,359900,374900,379000,379000,379000,359900,349900
"Sailboat Bend","Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",2061,,,,,,,,,,,,,,,,,,,,,,,,,,,299450,349000,349450,349450,349000,329900,305000,299000,305000,312500,335450,342000,342000,319750,299450,329000,324900,312500,301000,292000,292000,299000,309500,349900,359000,359450,375000,374000,347000,375000,366500,349000,349500,374000,389450,394450,389000,389900,389900,382000,377000,389900,379900,377450,372500,368900,372500,375750,399500,4e+05,399500,406000,4e+05,4e+05,4e+05,397000,465000,457450,452450,472000,439000,425000,399500,399000,394000,399500,390000,399000,410000,433000,443400,458000,463500,449000,399517,430000,425000,430000,443000,443000,446000,434000,475000,467500,459000,419000,393250,377500,365400,364450,368000,413900,389000,379555
"White Bridge","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429900,439900,460000,489900,489900,459900,445000,439900,469900,479875,479875,479900,484900,479000,470000,469900,470000,470000,489900,489900,499900,487450
