"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12"
"Downtown","Bellevue","WA","Seattle-Tacoma-Bellevue","King County",858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992500,992500,1125000,972000,974000,899000,822950,809950,798950,848880,849900,824999.5,788000,793500,819500,899000,876500,885000,855000,875000,868000,831500,732475
"Central City","New Orleans","LA","New Orleans-Metairie","Orleans Parish",859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251000,249500,252450,249303,248500,248901.5,237000,240000,249900,249900,247450,227250,229900,251950,260000,259500,267000,260000,265000,249000,249000,249000,250000,252450,240000,232500,227450,227450,220000,222500,252500,244000,225000,239250,245000,255000,239500,270000,250000,245000,229000,239000,235000,220000
"River Road","Eugene","OR","Eugene","Lane County",860,205000,204950,199900,199900,199450,197500,198000,189900,189900,185000,182000,179900,179900,175000,174400,173900,188400,169900,167950,170000,179950,179700,165000,165000,169900,165000,165000,167000,175000,179000,175000,179900,189450,189000,179000,173500,173450,179000,179900,183500,199500,192450,197000,199975,199987.5,206450,209900,199250,199900,199450,206500,208000,2e+05,199900,204450,212000,208700,202950,205900,199000,189900,199450,210000,209900,213450,212000,221950,225000,219700,219000,219937.5,216250,225000,217450,210000,219900,225000,224900,224950,228000,229500,234950,230000,225000,239450,254950,254900,241500,249450,249900,259900,264000,267000,269900,259900,259900,258250,257250,257000,269000,279900,275000,275000,275000,289900,282400,269900,275000,269900,269900,269900,269000,275000,285000,280000,280000,289900,290000,289900,280000
"Detroit Shoreway","Cleveland","OH","Cleveland-Elyria","Cuyahoga County",861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365000,374900,329950,319000,330000,319900,319000,324950,324900,342400,335000,324900,324900,294950,316000,303650,318000
"St Vincent-Greenbriar","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,259900,239500,239500,237250,220000,184900,169900,197500,219900,209900,209900,229900,245000,279900,277400,244000,234900,209900,228450,227000,252450,244900,235000,219450,240000,225900,232700,226000,225000
"Bulls Head","New York","NY","New York-Newark-Jersey City","Richmond County",863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525000,508000,577444,577499.5,585000,574900,578888,579000,579000,568500,562394,544000,549900,539000,529999,519333,499999,498000,485000,485000,469000,469000,479950
"Education Hill","Redmond","WA","Seattle-Tacoma-Bellevue","King County",864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749950,775000,789950,795000,796500,765000,769900,769900,725800,750000,762500,782800,832475,795000,775400,760000,779950,779950,824500,8e+05,749999
"Brookline","Pittsburgh","PA","Pittsburgh","Allegheny County",865,81400,85300,89900,88900,89900,89000,87500,87250,88250,89900,89900,89450,89900,89900,89000,86900,84900,84900,89900,89900,89600,89500,89900,89600,85000,89000,90500,93400,94950,89900,88899,85900,88000,84900,85000,86750,85000,89500,89900,94900,94900,93200,94900,92500,92500,95150,92500,92500,92250,89500,93900,94900,99900,98400,98900,99000,99900,99950,99950,99900,99900,109900,104950,1e+05,104900,104900,111950,101950,99900,95450,92900,92400,97600,107500,109250,109900,110000,119900,119900,119900,122450,118499.5,119900,116499.5,114900,115000,114950,119900,121750,127500,129897.5,129000,127500,125000,125000,124900,114950,124900,125000,129900,139900,145000,149900,145900,139900,139900,146400,144993.5,145950,147500,154900,149900,140000,140000,142000,147500,147500,149450,149987.5,149000
"MacDonald Ranch","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515324,492441,489900,485000,468900,464000,463299,474500,521880,503361.5,551380,498890,460000,459950,430000,445000,498340,498340,497880,503450,499900,514900
"Beacon Hill","Seattle","WA","Seattle-Tacoma-Bellevue","King County",867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624975,649974,669900,650000,649475,586944,599194,599958.5,598888,594400,585000,575475,580475,585000,575950,550000,596500,562500,599000,599000,549950,550000
"Upper Grand Lagoon","Panama City Beach","FL","Panama City","Bay County",868,289900,279500,269500,259500,250000,259000,259000,269000,249900,247000,248250,249450,247500,239000,234900,244900,239999,244900,231900,239000,239000,239000,229950,229000,229000,199777,204500,229000,225000,222500,224950,205000,225000,210000,210000,207000,199900,2e+05,193000,205000,223900,215000,215000,210000,209900,209950,220950,232000,209250,228950,225000,230000,229700,229950,242900,239000,239500,239500,239000,229900,233750,249900,259900,252200,246000,249900,249900,258596,256798,250900,258798,254950,250000,249000,250250,259825,260420,264450,269450,264950,275000,274900,274950,269000,269000,274950,269900,259000,259900,260000,265000,265000,279000,279450,280000,299500,295000,285000,279900,299000,299000,299000,305000,310000,299450,280000,287000,285000,295000,325000,332500,329900,324000,330000,330000,329000,319900,319000,320000,312000
"Admiral","Seattle","WA","Seattle-Tacoma-Bellevue","King County",869,539500,524950,529250,474950,485000,485000,504000,519000,494450,485000,459500,419975,412425,429000,422475,417475,469000,485000,492000,498000,499450,494500,509975,499975,509975,499000,479450,485000,518000,474000,474000,474950,495000,499999,479000,477000,432500,470000,499900,499975,5e+05,468750,474950,475200,499900,499000,507000,529950,499000,515000,518950,5e+05,499950,549475,550000,564500,579000,549950,549950,553975,517000,534950,563750,554000,549999,575000,598000,625000,699950,682000,699475,755000,737500,699950,659450,649750,630000,639000,625000,612450,626225,575000,595000,642475,607450,619975,675000,685000,685000,704975,707475,750000,722497.5,725000,699000,732475,8e+05,719000,8e+05,799800,795000,785000,819990,819990,750000,770000,775000,774874.5,750000,7e+05,765000,791900,825000,835000,825000,787000,8e+05,794400,799250,809475
"Midtown","Ventura","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",870,899950,874950,849000,844000,799000,720000,749900,699900,695000,666500,689000,692000,676950,574500,550000,549300,629500,599900,614700,649000,585000,549000,499000,489500,490000,489500,524000,509000,499000,492000,519000,535500,526950,499000,519000,499000,499000,495000,497000,490000,525000,539900,575000,589000,599000,625000,597000,597000,614450,624500,574450,540000,549000,554900,639000,649000,614500,585000,576500,569000,573500,578000,549000,599000,589000,599450,607450,629000,637500,625000,617000,609000,599450,627000,629000,629000,630000,639000,629500,625000,625000,642450,614000,614000,648500,687499.5,690000,669000,675000,690000,654500,659000,682000,702000,725000,767000,799000,779000,749000,819000,725000,790900,829900,725000,699000,744950,725000,749000,849000,829000,829000,834000,777000,689475,715000,787000,809000,809000,845000,832450
"Guilford College","Greensboro","NC","Greensboro-High Point","Guilford County",871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,181200,179900,179900,182500,191750,181200,169400,172900,179450,189900,195700,182750,181200,167500,164950,169000,179000,182500,189000,181200,182000,194200,199000,183750,180000,208000,189250,180000,180000,182500,197450
"Harlow","Eugene","OR","Eugene","Lane County",872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299000,295000,307450,321250,329000,329950,325000,325000,299000,285000,314900,294000,289450,292400,298800,345000,340000,325000,325000,319900,323000,329900,334450,339000,332000,345000,350000,350000,343000,348000,345000,362000,377499.5,375000,375000,359900,349900,349900,339950,349000,379900,385000,4e+05,369000,359450,357000
"Lansingburgh","Troy","NY","Albany-Schenectady-Troy","Rensselaer County",873,,,,,,,,,,,,,,,,,,110000,114950,119200,124950,132400,135500,125000,130700,129900,126900,129850,129900,139450,138750,136450,138000,134900,129900,129900,129900,129500,129900,129694,129900,130950,144250,139000,145400,139800,130000,129950,129900,129900,129900,124900,129900,123400,119900,128500,125000,124900,119900,119950,120000,124950,124900,119500,129250,124900,125700,124900,124900,119949.5,119900,119000,116250,116250,115000,115000,118000,115000,116500,116500,113950,119450,123600,119700,118750,119700,118000,129949.5,122450,129900,132900,130400,118000,109950,109950,113450,116500,109900,126500,116500,115000,114950,116500,118000,114900,114900,114450,119450,114900,114900,122500,118500,109000,109000,120000,124000,126950,118000,118000,118800
"San Carlos","San Diego","CA","San Diego-Carlsbad","San Diego County",874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625000,627500,625000,647000,699000,652500,649000,670400,674900,662950,654950,670000,637000,599900,649000,649900,649000,672497.5,692000,634450,604500,605000,619900
"La Sierra South","Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443959,439995,431490,427495,419450,411495,411495,375500,379000,375000,389900,385000,369000,369900,377000,379450,375946,375000,377444,374900,382200,390000,392500,389950,389000,395000,390000,395000,399000,399500,397000,4e+05,415000,425000,419500,425000,429900,432400,434900,424950,449000,424500,425000,415000,420000,430000,445000,439900,429899,429000,429000,439999,445000,430000
"Belmont Heights","Chicago","IL","Chicago-Naperville-Elgin","Cook County",876,239450,239000,239000,236250,229000,235000,231500,224900,202400,199900,214900,199450,199450,192400,209450,197500,196000,189000,189000,184500,183000,189000,179000,169900,166450,156450,169900,174900,179900,180000,181750,186000,181750,188400,194987,188450,179000,170000,169975,187900,188450,187900,193750,197450,199900,189900,189900,182000,179700,189900,194900,224300,235000,246000,249450,248700,249000,239950,229000,219900,219900,219450,234950,239000,254000,249900,252400,260750,249900,249000,239900,249000,249900,249950,259000,254499.5,249900,249900,249900,249900,250000,255000,269000,264999,254950,249900,249900,249900,269000,269900,272900,281000,289950,285000,299000,299945,299000,299900,285000,285900,286450,289000,288900,288950,283500,280711,280735,282000,269900,260000,261680.5,272500,277000,277000,282450,279900,291250,289900,289700,279000
"Montalvo","Ventura","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559000,512449.5,479950,495000,491250,499450,499000,502750,525000,505000,522500,539000,529000,493000,525000,490000,494999.5,474900,475000,482000,496200
"Mariner's Harbor","New York","NY","New York-Newark-Jersey City","Richmond County",878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000,399000,399999,392000,370000,369950,377450,398000,399000,399000,385500,362000,369000,394499.5,392000,399000,399000,422450,410000,389000,382450,389000,386500,409444,434000,429000,429000,424450,422450,437000,410000,410000
"Lawndale - Wayside","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245000,249947.5,249997.5,281944,281995,295445,269945,267400,279900,264900,294990,325900,327495,310000,294990,3e+05,299900,290490,292542.5
"North Beacon Hill","Seattle","WA","Seattle-Tacoma-Bellevue","King County",880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522000,527475,527475,539950,549950,554975,554975,549950,560000,560000,572000,528000,533800,575000,549950,595000,618500,679900,599950,675000,629000,629000,699500,7e+05,669750,650000,699000,699475,685000,664700,664700,650000,649650,649990,649975,632499.5,650000,659999.5,650000,629250,649500,682425,657500,629725,650000,650000
"New Tacoma","Tacoma","WA","Seattle-Tacoma-Bellevue","Pierce County",881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369900,369900,329900,349950,349000,375000,359000,349500,349500,349950,348475,330000,362000,354500,369500,369500,357500,349950,359725,369500,354500,350000,330000,340994
"North Beach","Jacksonville","FL","Jacksonville","Duval County",882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284551,289403,289403,259888,263444,239900,244988,257000,269120,249694,234000,229900,219500,241449.5,234990,234990,244000,245885,249442.5,249500
"Greater Wythe","Hampton","VA","Virginia Beach-Norfolk-Newport News","Hampton City",883,152950,159500,160000,161950,149900,149900,149900,149900,149000,146000,140000,138250,130450,137042.5,128500,129450,138500,129063,125000,129000,125000,125000,134900,132900,131450,147500,139700,136900,127900,129900,130000,127500,122000,126250,121499.5,121000,119900,127484,119900,115000,128950,134900,134900,132700,135000,132500,132500,129450,127000,126000,125000,135500,129900,134950,137500,137000,130950,133750,145000,144000,136250,134900,132000,129900,123950,137750,149900,145000,152000,154900,154900,149900,149900,144950,145000,145000,154900,154900,149999,145900,147900,146400,141350,147000,154400,149000,139900,140000,141450,144750,144500,137450,140000,145000,142500,149987,149900,140000,159250,160000,158998.5,157000,154900,149500,175000,174250,164900,175000,164900,154950,159450,158900,150000,149950,169000,165000,171650,170000,177450,170000
"Harvey Park","Denver","CO","Denver-Aurora-Lakewood","Denver County",884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289700,282250,322250,299950,305000,280000,270000,310000,312500,339750,335000,325000,327450,308750,322000,342000,347250,349900,350500,358250,362500,349900,333500,345000,355000,357500,360000,361950,367250,359000,369500,359250,334500,340000,359800,389000,389500,385000,378900,362500,374900,362500,359950
"Floral park","New York","NY","New York-Newark-Jersey City","Queens County",885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479000,515000,540000,559000,577000,559000,548500,515000,517000,489000,549000,549000,549000,549000,564500,569000,569900,559000,564500,564950,569900,564500,579000,579000,569900,579000,579000,579000,579000,579000,589000,579999,584499.5,579999,594000,639000,622000,619000,615000,619000,639000,644000,634500,635000,629000,642000,645000,647499.5,654495,679000,679000,679000,668500,669000,659999,675000,644999,669000,719000,720000,724500,715000,704499.5,699000,699000,685000,681944,691750,689000,704999.5,749000,769000,710000,699999,739999,743500,749000,733000,748000,748500
"La Grange","Toledo","OH","Toledo","Lucas County",886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17750,20750,19900,22900,24900,24500,22450,20900,17900,19900,17900,19900,18250,19900,19900,21000,20950,22949.5,25900,24900,24900,24900
"Panther Creek","The Woodlands","TX","Houston-The Woodlands-Sugar Land","Montgomery County",887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324950,337000,302450,350750,350000,349950,325000,325000,312500,3e+05,297000,289450,335320,315000,295000,304950,299900,325000,340449.5,299250,350000,349450,317000,312500,308000,287000,290000,289900,304000,299900,315000,327497,344700,339900,334745,360000,339000,350000,338500,309900,312400,310000,322000,321400,339450,334750,329500,309900,325000,294995,304950
"Greentree","Cherry Hill Township","NJ","Philadelphia-Camden-Wilmington","Camden County",888,320000,325000,325000,330000,329900,332000,328900,324950,319900,309900,3e+05,309700,3e+05,3e+05,309900,299900,299900,304950,309900,3e+05,299000,287900,275000,269450,259900,260000,277499.5,285350,275000,275000,275000,275000,275000,269900,269450,264900,259000,259000,279000,272500,275000,275900,275000,275000,279900,289000,279900,279900,279900,269950,277000,279900,270000,270000,279900,298500,299000,292400,289450,279900,284000,279500,279999,289900,299900,310000,299000,287500,288250,285000,275000,265000,270000,272900,272900,276500,286000,284950,279900,284900,289950,287000,289000,284900,274900,274900,299900,289000,302100,299900,289900,299945,295000,297500,299900,299900,299900,299900,297000,3e+05,325000,316250,325000,309000,319900,327000,319450,317000,319000,325000,325000,325000,339900,337400,319000,310000,309900,312450,312450,319000
"Beverly Crest","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",889,1899000,1937000,1995000,1999000,1995000,1950000,1995000,1874000,1849000,1695000,1849500,1924500,1895000,1899000,1837000,1849000,1797000,1950000,1870000,1792500,1969500,1990000,1950000,1969000,1877500,1797000,1750000,1598000,1599000,1799500,1824500,1895000,1950000,1872000,1872500,1972250,2170000,2299000,2299500,2159500,2295000,2150000,1995000,2100000,2195000,2350000,2499000,2249000,2247500,2485000,2485000,2397000,2285000,2295000,2397000,2487000,2287500,2357000,2325000,2395000,2495000,2300000,2386944,2645000,2795000,2697500,2600000,2699000,2895000,2950000,2945000,2995000,2995000,2995000,2988000,3120000,3225500,3226000,2999999,2990000,2985000,2990000,2990000,3247000,3295000,3550000,3250000,3250000,3195000,3200000,3125000,3250000,3190000,3295000,3350000,3422500,3249000,3250000,3300000,3500000,3500000,3495000,3295000,3350000,3299000,3272500,3250000,3284000,3269000,3275000,3199000,2950000,2890000,2897999,2893499,2923999,2950000,2991500,2999000,3295000
"Martha Lake","Lynnwood","WA","Seattle-Tacoma-Bellevue","Snohomish County",890,319950,317725,334000,329500,322499.5,329950,329925,319975,309950,3e+05,299750,299475,3e+05,299950,296000,287500,282450,307000,299495,299495,309000,313500,299995,327275,329990,334900,327450,304500,310000,318500,324250,328000,328000,304500,310000,330000,359500,397995,350000,355000,349950,345000,347475,347475,325990,349975,370000,369250,382450,382450,379950,364000,349500,369500,399500,389950,387000,375000,375000,374500,364950,399500,412249.5,388975,385000,399950,422000,459475,502494.5,476395,519990,507474.5,519990,519990,519970,519990,494997.5,492472.5,492475,469900,449475,454975,475000,475000,475000,519000,549990,549900,549000,529000,525000,534950,529950,529975,539950,549950,549950,567500,592450,579950,574975,559950,534725,511995,499950,499950,487247.5,484995,474995,479950,469800,487472.5,550000,569950,589950,569000,559950,568000,569000,569000
